Price,City,District,Neighborhood,Average Price,Listing Number,Listing Update Date,Category,Net Square Meters,Number of Rooms,Floor,Heating Type,Deposit,Number of Bathrooms,Listing Creation Date,Type,Kind,Gross Square Meters,Building Age,Number of Building Floors,Usage Status,Within Site,Price Status,Structure Status,Furnishing Status,Balcony Status,Building Type,Number of WCs,Swap,Bathroom Square Meters,Living Room Square Meters,WC Square Meters,Virtual Tour Available?,Maintenance Fee,Balcony Type,Number of Balconies,Balcony Square Meters
5200000TL,İstanbul,Maltepe,Fındıklı Mahallesi,16080.0,15761587,24 Ağustos 2024,Kiralık,75 m²,2+2,4.Kat,Merkezi (Pay Ölçer),,2,24 Ağustos 2024,Konut,Daire,80 m²,3,4,Kiracı Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,,,2,Yok,,,,,1000 TL,,,
17500TL,İstanbul,Esenyurt,Mehterçeşme Mahallesi,11210.0,15761559,27 Ağustos 2024,Kiralık,85 m²,2+1,5.Kat,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,95 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16000TL,İstanbul,Pendik,Yenişehir Mahallesi,18675.0,15761556,24 Ağustos 2024,Kiralık,65 m²,2+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,8,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
21000TL,İstanbul,Pendik,Yenişehir Mahallesi,15438.0,15761554,24 Ağustos 2024,Kiralık,50 m²,1+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,62 m²,11-15,7,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
46500TL,İstanbul,Kadıköy,Zühtüpaşa Mahallesi,42380.0,15761547,24 Ağustos 2024,Kiralık,104 m²,3+1,5.Kat,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,9,Boş,Hayır,Genel Fiyat,İkinci El,Boş,,,1,Yok,,30 m²,,,,,,
14000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,10735.0,15761498,30 Ağustos 2024,Kiralık,75 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,14000 TL,2,24 Ağustos 2024,Konut,Daire,95 m²,3,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,80 TL,,,
9000TL,İstanbul,Esenyurt,Battalgazi Mahallesi,7200.0,15761497,27 Ağustos 2024,Kiralık,70 m²,1+1,Bahçe Katı,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,3,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
31500TL,İstanbul,Kadıköy,Osmanağa Mahallesi,21840.0,15761472,24 Ağustos 2024,Kiralık,58 m²,2+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16000TL,İstanbul,Bahçelievler,Zafer Mahallesi,14630.0,15761468,29 Ağustos 2024,Kiralık,1 m²,2+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
11000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,10500.0,15761456,30 Ağustos 2024,Kiralık,90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,11000 TL,2,24 Ağustos 2024,Konut,Daire,100 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,80 TL,,,
130000TL,İstanbul,Fatih,Kemal Paşa Mahallesi,,15761438,24 Ağustos 2024,Kiralık,299 m²,1 Oda,,Kombi Doğalgaz,,Yok,24 Ağustos 2024,Konut,Bina,300 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,Yok,,,,,,,,
13500TL,İstanbul,Esenyurt,Atatürk Mahallesi,17760.0,15761431,30 Ağustos 2024,Kiralık,130 m²,3+1,1.Kat,Kombi Doğalgaz,14000 TL,2,24 Ağustos 2024,Konut,Daire,160 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,80 TL,,2,
15000TL,İstanbul,Kağıthane,Şirintepe Mahallesi,13260.0,15761427,24 Ağustos 2024,Kiralık,60 m²,2+1,1.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
14000TL,İstanbul,Esenyurt,Atatürk Mahallesi,16650.0,15761402,30 Ağustos 2024,Kiralık,130 m²,2+1,2.Kat,Kombi Doğalgaz,28000 TL,2,24 Ağustos 2024,Konut,Daire,150 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,80 TL,Kapalı Balkon,2,
34000TL,İstanbul,Küçükçekmece,Cumhuriyet Mahallesi,14300.0,15761365,24 Ağustos 2024,Kiralık,90 m²,2+1,5.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,100 m²,5-10,11,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,11550.0,15761344,30 Ağustos 2024,Kiralık,95 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,26000 TL,2,24 Ağustos 2024,Konut,Daire,110 m²,1,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,80 TL,,,
35500TL,İstanbul,Pendik,Yenişehir Mahallesi,17928.0,15761336,24 Ağustos 2024,Kiralık,64 m²,1+1,4.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,72 m²,4,9,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
22500TL,İstanbul,Sultangazi,50. Yıl Mahallesi,9730.0,15761308,29 Ağustos 2024,Kiralık,60 m²,2+1,4.Kat,Kombi Doğalgaz,23000 TL,1,24 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,2,,,16 m²,,,100 TL,,1,
13000TL,İstanbul,Gaziosmanpaşa,Kazım Karabekir Mahallesi,14040.0,15761249,29 Ağustos 2024,Kiralık,85 m²,2+1,3.Kat,Doğalgaz Sobalı,13000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
14000TL,İstanbul,Sultangazi,75. Yıl Mahallesi,15000.0,15761239,24 Ağustos 2024,Kiralık,90 m²,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,100 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Sancaktepe,Fatih Mahallesi,22800.0,15761235,30 Ağustos 2024,Kiralık,100 m²,2+1,Çatı Dubleks,Kombi Doğalgaz,20000 TL,1,24 Ağustos 2024,Konut,Daire,120 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,150 TL,,,
18000TL,İstanbul,Bayrampaşa,Terazidere Mahallesi,11895.0,15761217,24 Ağustos 2024,Kiralık,60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,17500 TL,1,24 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
10000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,11550.0,15761198,30 Ağustos 2024,Kiralık,90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,10000 TL,2,24 Ağustos 2024,Konut,Daire,110 m²,2,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,80 TL,Kapalı Balkon,1,
22000TL,İstanbul,Kartal,Gümüşpınar Mahallesi,13192.0,15761197,24 Ağustos 2024,Kiralık,55 m²,1+1,Bahçe Katı,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,68 m²,11-15,13,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17000TL,İstanbul,Kartal,Gümüşpınar Mahallesi,12804.0,15761194,24 Ağustos 2024,Kiralık,52 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,66 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
32000TL,İstanbul,Üsküdar,İcadiye Mahallesi,21590.0,15761186,28 Ağustos 2024,Kiralık,80 m²,2+1,Bahçe Katı,Kombi Doğalgaz,32000 TL,1,24 Ağustos 2024,Konut,Daire,85 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Sıfır,Boş,Var,Betonarme,,,,,,,,Açık Balkon,1,
22000arrow_downward%12TL,İstanbul,Sarıyer,Büyükdere Mahallesi,13400.0,15761092,25 Ağustos 2024,Kiralık,48 m²,1+1,3.Kat,Kombi Doğalgaz,22000 TL,1,24 Ağustos 2024,Konut,Daire,50 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,,,,,Hayır,0 TL,Açık Balkon,1,3 m²
18000TL,İstanbul,Ataşehir,Kayışdağı Mahallesi,16380.0,15761084,30 Ağustos 2024,Kiralık,50 m²,1+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,65 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
15000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,11550.0,15761083,24 Ağustos 2024,Kiralık,100 m²,2+1,2.Kat,Kombi Doğalgaz,1 TL,2,24 Ağustos 2024,Konut,Daire,110 m²,5-10,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Taş Bina,2,Yok,10 m²,,20 m²,Evet,0 TL,Açık Balkon,1,10 m²
22000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,15820.0,15761052,24 Ağustos 2024,Kiralık,135 m²,3+1,5.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,100 TL,,,
15500TL,İstanbul,Pendik,Yenişehir Mahallesi,18675.0,15761036,24 Ağustos 2024,Kiralık,60 m²,2+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
16500TL,İstanbul,Sultangazi,Yunus Emre Mahallesi,13950.0,15760909,29 Ağustos 2024,Kiralık,85 m²,2+1,Çatı Katı,Kombi Doğalgaz,16500 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
47500TL,İstanbul,Sultanbeyli,Adil Mahallesi,24522.0,15760900,24 Ağustos 2024,Kiralık,110 m²,2+1,Bahçe Katı,Merkezi (Pay Ölçer),,2,24 Ağustos 2024,Konut,Daire,134 m²,5-10,7,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
55000TL,İstanbul,Sancaktepe,Fatih Mahallesi,35150.0,15760899,24 Ağustos 2024,Kiralık,130 m²,3+1,6.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,185 m²,5-10,13,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
23000TL,İstanbul,Sultangazi,50. Yıl Mahallesi,12510.0,15760894,30 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Kombi Doğalgaz,23000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,4,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
20000TL,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,18400.0,15760862,30 Ağustos 2024,Kiralık,110 m²,3+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,115 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,2,,,,,,100 TL,Kapalı Balkon,2,
20000TL,İstanbul,Esenyurt,Namık Kemal Mahallesi,15250.0,15760799,29 Ağustos 2024,Kiralık,120 m²,2+1,3.Kat,Kombi Doğalgaz,20000 TL,1,24 Ağustos 2024,Konut,Daire,125 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Sıfır,,Var,Betonarme,Yok,,10 m²,40 m²,,,0 TL,Açık Balkon,1,15 m²
13500TL,İstanbul,Arnavutköy,Hadımköy Mahallesi,18500.0,15760795,24 Ağustos 2024,Kiralık,110 m²,2+1,1.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,125 m²,5-10,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
14000TL,İstanbul,Arnavutköy,Hadımköy Mahallesi,14356.0,15760777,24 Ağustos 2024,Kiralık,90 m²,2+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,97 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Esenyurt,Barbaros Hayrettin Paşa Mahallesi,23055.0,15760734,29 Ağustos 2024,Kiralık,130 m²,3+1,7.Kat,Kombi Doğalgaz,20000 TL,1,24 Ağustos 2024,Konut,Daire,145 m²,11-15,12,Boş,Hayır,Genel Fiyat,,,,,,,,,,,1250 TL,,,
9000TL,İstanbul,Esenyurt,Mehterçeşme Mahallesi,12390.0,15760675,24 Ağustos 2024,Kiralık,95 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,9000 TL,1,24 Ağustos 2024,Konut,Daire,105 m²,5-10,6,Boş,Hayır,Birim Fiyat,,,Yok,,,,,,,,100 TL,,,
30000TL,İstanbul,Eyüpsultan,Çırçır Mahallesi,19805.0,15760627,24 Ağustos 2024,Kiralık,75 m²,2+1,6.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,85 m²,5-10,10,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
16000TL,İstanbul,Güngören,Haznedar Mahallesi,15800.0,15760620,27 Ağustos 2024,Kiralık,90 m²,2+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
24000TL,İstanbul,Sultangazi,Cebeci Mahallesi,18625.0,15760616,24 Ağustos 2024,Kiralık,110 m²,2+1,1.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,125 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
12000TL,İstanbul,Esenyurt,Yunus Emre Mahallesi,12100.0,15760549,24 Ağustos 2024,Kiralık,100 m²,2+1,3.Kat,Kombi Doğalgaz,12000 TL,1,24 Ağustos 2024,Konut,Daire,110 m²,4,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,100 TL,,,
21000TL,İstanbul,Beylikdüzü,Yakuplu Mahallesi,20150.0,15760545,26 Ağustos 2024,Kiralık,100 m²,3+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,130 m²,5-10,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
26000TL,İstanbul,Bakırköy,Yenimahalle Mahallesi,7560.0,15760506,29 Ağustos 2024,Kiralık,29 m²,Stüdyo,Bahçe Katı,Kombi Doğalgaz,26000 TL,1,24 Ağustos 2024,Konut,Daire,35 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Sıfır,Boş,Var,Betonarme,1,Yok,,,,Hayır,200 TL,Açık Teras,1,
35000TL,İstanbul,Ümraniye,Esenevler Mahallesi,40800.0,15760496,24 Ağustos 2024,Kiralık,150 m²,4+2,5.Kat,Kombi Doğalgaz,,3,24 Ağustos 2024,Konut,Daire,170 m²,16-20,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
40000TL,İstanbul,Ataşehir,Örnek Mahallesi,44175.0,15760490,24 Ağustos 2024,Kiralık,140 m²,3+1,3.Kat,Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,155 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
15500arrow_downward%11TL,İstanbul,Çekmeköy,Hamidiye Mahallesi,15040.0,15760434,24 Ağustos 2024,Kiralık,70 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,80 m²,4,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Eyüpsultan,Emniyettepe Mahallesi,17745.0,15760422,24 Ağustos 2024,Kiralık,55 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,65 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Pendik,Kurtköy Mahallesi,20210.0,15760410,24 Ağustos 2024,Kiralık,73 m²,2+1,3.Kat,Kombi Doğalgaz,25000 TL,1,24 Ağustos 2024,Konut,Daire,86 m²,11-15,7,Boş,Evet,Genel Fiyat,İkinci El,Boş,,,1,Yok,,,,,1400 TL,,,
18000TL,İstanbul,Bahçelievler,Zafer Mahallesi,12012.0,15760405,29 Ağustos 2024,Kiralık,1 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,78 m²,4,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Sultangazi,İsmetpaşa Mahallesi,14345.0,15760393,30 Ağustos 2024,Kiralık,85 m²,2+1,2.Kat,Kombi Doğalgaz,25000 TL,1,24 Ağustos 2024,Konut,Daire,95 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,,Var,,2,,,,,,,,1,
18000TL,İstanbul,Bahçelievler,Yenibosna Merkez Mahallesi,18408.0,15760390,29 Ağustos 2024,Kiralık,1 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,78 m²,4,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
22000TL,İstanbul,Avcılar,Cihangir Mahallesi,12690.0,15760383,24 Ağustos 2024,Kiralık,80 m²,2+1,Yüksek Giriş,Doğalgaz Sobalı,,1,24 Ağustos 2024,Konut,Daire,90 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
21000TL,İstanbul,Sancaktepe,Safa Mahallesi,22400.0,15760285,28 Ağustos 2024,Kiralık,110 m²,3+1,Yüksek Giriş,Merkezi Doğalgaz,21000 TL,1,24 Ağustos 2024,Konut,Daire,140 m²,4,4,Boş,Hayır,Birim Fiyat,İkinci El,Boş,Yok,Betonarme,Yok,Yok,,,,Hayır,0 TL,,,
45000TL,İstanbul,Tuzla,Aydınlı Mahallesi,29550.0,15760281,24 Ağustos 2024,Kiralık,120 m²,3+1,11.Kat,Merkezi (Pay Ölçer),,2,24 Ağustos 2024,Konut,Daire,150 m²,0 (Yeni),11,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
21000TL,İstanbul,Zeytinburnu,Sümer Mahallesi,30940.0,15760269,24 Ağustos 2024,Kiralık,120 m²,2+1,5.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,170 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
21000TL,İstanbul,Bahçelievler,Bahçelievler Mahallesi,18900.0,15760242,24 Ağustos 2024,Kiralık,60 m²,1+1,Bahçe Katı,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
31000TL,İstanbul,Tuzla,Yayla Mahallesi,18786.0,15760173,24 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,93 m²,5-10,5,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
24500TL,İstanbul,Sancaktepe,Yenidoğan Mahallesi,21980.0,15760105,27 Ağustos 2024,Kiralık,120 m²,3+1,8.Kat,Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,140 m²,11-15,15,Boş,Evet,Genel Fiyat,,Boş,Var,,,Yok,,,,Evet,,,2,
30000TL,İstanbul,Ümraniye,Çakmak Mahallesi,27300.0,15760103,24 Ağustos 2024,Kiralık,120 m²,3+1,4.Kat,Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,130 m²,11-15,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Beylikdüzü,Yakuplu Mahallesi,15500.0,15760037,24 Ağustos 2024,Kiralık,95 m²,2+1,1.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,100 m²,4,4,Boş,Hayır,Genel Fiyat,,Eşyalı,Var,,,,,,,,,,,
20000TL,İstanbul,Arnavutköy,Anadolu Mahallesi,13965.0,15760032,24 Ağustos 2024,Kiralık,85 m²,2+1,Çatı Katı,Kombi Doğalgaz,20000 TL,1,24 Ağustos 2024,Konut,Daire,95 m²,4,4,Boş,Hayır,Genel Fiyat,,,Var,,1,,,,,,,Açık Balkon,1,
24000TL,İstanbul,Sultangazi,50. Yıl Mahallesi,12510.0,15759967,24 Ağustos 2024,Kiralık,80 m²,2+1,3.Kat,Kombi Doğalgaz,24000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,5-10,5,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,1,,,,,,,Kapalı Balkon,2,
19000TL,İstanbul,Sultangazi,İsmetpaşa Mahallesi,13590.0,15759960,24 Ağustos 2024,Kiralık,85 m²,2+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,90 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
18500TL,İstanbul,Sultangazi,Cebeci Mahallesi,14900.0,15759935,24 Ağustos 2024,Kiralık,95 m²,2+1,1.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,100 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
23000TL,İstanbul,Maltepe,Girne Mahallesi,31374.0,15759909,24 Ağustos 2024,Kiralık,101 m²,3+1,4.Kat,Kombi Doğalgaz,23000 TL,2,24 Ağustos 2024,Konut,Daire,126 m²,21 Ve Üzeri,9,Kiracı Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,,,25 m²,,Hayır,500 TL,Açık Balkon,2,
22000TL,İstanbul,Sancaktepe,Sarıgazi Mahallesi,26240.0,15759893,24 Ağustos 2024,Kiralık,120 m²,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,25000 TL,2,24 Ağustos 2024,Konut,Daire,160 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,150 TL,,,
40000TL,İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım Mahallesi,29610.0,15759787,24 Ağustos 2024,Kiralık,67 m²,1+1,4.Kat,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,70 m²,5-10,15,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
60000TL,İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım Mahallesi,43569.0,15759778,24 Ağustos 2024,Kiralık,73 m²,2+1,15.Kat,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,103 m²,5-10,15,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13500TL,İstanbul,Fatih,Topkapı Mahallesi,3880.0,15759704,24 Ağustos 2024,Kiralık,19 m²,Stüdyo,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,20 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
20000TL,İstanbul,Bayrampaşa,Kartaltepe Mahallesi,19845.0,15759622,24 Ağustos 2024,Kiralık,90 m²,2+1,4.Kat,Doğalgaz Sobalı,,1,24 Ağustos 2024,Konut,Daire,105 m²,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
26500TL,İstanbul,Maltepe,Cevizli Mahallesi,26000.0,15759551,24 Ağustos 2024,Kiralık,75 m²,2+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,80 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
12000TL,İstanbul,Beyoğlu,Fetihtepe Mahallesi,9932.0,15759528,24 Ağustos 2024,Kiralık,50 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,52 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13000TL,İstanbul,Zeytinburnu,Çırpıcı Mahallesi,11775.0,15759524,24 Ağustos 2024,Kiralık,70 m²,1+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
12000TL,İstanbul,Esenler,Havaalanı Mahallesi,14850.0,15759515,24 Ağustos 2024,Kiralık,65 m²,1+1,Çatı Katı,Doğalgaz Sobalı,,1,24 Ağustos 2024,Konut,Daire,75 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
19000TL,İstanbul,Esenler,Havaalanı Mahallesi,19404.0,15759514,24 Ağustos 2024,Kiralık,85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,98 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Arnavutköy,Karlıbayır Mahallesi,19980.0,15759419,24 Ağustos 2024,Kiralık,120 m²,3+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,135 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Sultangazi,Esentepe Mahallesi,32880.0,15759380,29 Ağustos 2024,Kiralık,200 m²,4+2,4.Kat,Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,240 m²,16-20,4,Boş,Hayır,Genel Fiyat,,,,,,Yok,,,,,,,,
58000TL,İstanbul,Üsküdar,Küçüksu Mahallesi,35427.0,15759362,24 Ağustos 2024,Kiralık,128 m²,3+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,147 m²,21 Ve Üzeri,5,Kiracı Oturuyor,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
38000TL,İstanbul,Üsküdar,Selimiye Mahallesi,30910.0,15759361,24 Ağustos 2024,Kiralık,95 m²,2+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
