Price,City,District,Neighborhood,Average Price,Listing Number,Listing Update Date,Category,Net Square Meters,Number of Rooms,Floor,Heating Type,Deposit,Number of Bathrooms,Listing Creation Date,Type,Kind,Gross Square Meters,Building Age,Number of Building Floors,Usage Status,Within Site,Price Status,Structure Status,Furnishing Status,Balcony Status,Building Type,Number of WCs,Swap,Bathroom Square Meters,Living Room Square Meters,WC Square Meters,Virtual Tour Available?,Maintenance Fee,Balcony Type,Number of Balconies,Balcony Square Meters
18000TL,İstanbul,Beylikdüzü,Gürpınar Mahallesi,16170.0,15789652,29 Ağustos 2024,Kiralık,95 m²,2+1,2.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,105 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,Var,,,,,,,,,,1,
10000TL,İstanbul,Arnavutköy,Nenehatun Mahallesi,16800.0,15789619,29 Ağustos 2024,Kiralık,100 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,10000 TL,1,29 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,3,Boş,Evet,Genel Fiyat,,,Var,,1,,,,,,," Açık Balkon, Kapalı Balkon  ",2,
25000TL,İstanbul,Esenler,Menderes Mahallesi,15500.0,15789613,29 Ağustos 2024,Kiralık,90 m²,2+1,4.Kat,Kombi Doğalgaz,25000 TL,1,29 Ağustos 2024,Konut,Daire,100 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
11000TL,İstanbul,Esenler,Birlik Mahallesi,8520.0,15789544,29 Ağustos 2024,Kiralık,55 m²,1+1,3.Kat,Kombi Doğalgaz,11000 TL,1,29 Ağustos 2024,Konut,Daire,60 m²,16-20,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,50 TL,,,
20000TL,İstanbul,Başakşehir,Güvercintepe Mahallesi,15960.0,15789502,30 Ağustos 2024,Kiralık,110 m²,3+1,2.Kat,Kombi Doğalgaz,30000 TL,1,29 Ağustos 2024,Konut,Daire,120 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,Açık Balkon,1,
20000TL,İstanbul,Küçükçekmece,Cumhuriyet Mahallesi,12870.0,15789460,29 Ağustos 2024,Kiralık,80 m²,2+1,1.Kat,Kombi Doğalgaz,40000 TL,2,29 Ağustos 2024,Konut,Daire,90 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Boş,Var,,2,,,,,,,,1,
18500TL,İstanbul,Sancaktepe,Yenidoğan Mahallesi,21980.0,15789450,29 Ağustos 2024,Kiralık,125 m²,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,140 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
36000TL,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,28980.0,15789350,29 Ağustos 2024,Kiralık,160 m²,3+1,11.Kat,Kombi Doğalgaz,,2,29 Ağustos 2024,Konut,Daire,180 m²,5-10,13,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
23000TL,İstanbul,Bayrampaşa,Kartaltepe Mahallesi,14175.0,15789261,29 Ağustos 2024,Kiralık,65 m²,1.5+1,3.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,75 m²,4,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
10000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,9450.0,15789241,29 Ağustos 2024,Kiralık,80 m²,2+1,1.Kat,Kombi Doğalgaz,10000 TL,1,29 Ağustos 2024,Konut,Daire,90 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,100 TL,,,
17000TL,İstanbul,Bayrampaşa,Orta Mahallesi,15200.0,15789238,30 Ağustos 2024,Kiralık,75 m²,1+1,1.Kat,Doğalgaz Sobalı,20000 TL,1,29 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,Hayır,,Açık Balkon,1,
20000TL,İstanbul,Sultangazi,Yunus Emre Mahallesi,17050.0,15789194,29 Ağustos 2024,Kiralık,100 m²,2+1,1.Kat,Kombi Doğalgaz,20000 TL,1,29 Ağustos 2024,Konut,Daire,110 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
12500TL,İstanbul,Başakşehir,Güvercintepe Mahallesi,6650.0,15789170,29 Ağustos 2024,Kiralık,45 m²,1+1,3.Kat,Kombi Doğalgaz,25000 TL,1,29 Ağustos 2024,Konut,Daire,50 m²,3,3,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,1,,,,,,,Açık Teras,1,
20000TL,İstanbul,Küçükçekmece,Gültepe Mahallesi,13360.0,15789106,29 Ağustos 2024,Kiralık,70 m²,2+1,3.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,100 TL,,,
16000TL,İstanbul,Bahçelievler,Zafer Mahallesi,14630.0,15789096,29 Ağustos 2024,Kiralık,90 m²,2+1,4.Kat,Kombi Doğalgaz,32000 TL,1,29 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Beylikdüzü,Barış Mahallesi,25120.0,15789024,29 Ağustos 2024,Kiralık,150 m²,3+1,9.Kat,Kombi Doğalgaz,50000 TL,2,29 Ağustos 2024,Konut,Daire,160 m²,16-20,12,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,2,Yok,,,,Evet,,Açık Balkon,1,
20000TL,İstanbul,Büyükçekmece,Cumhuriyet Mahallesi,27405.0,15789003,29 Ağustos 2024,Kiralık,135 m²,3+1,1.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,145 m²,21 Ve Üzeri,14,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
18000TL,İstanbul,Üsküdar,Valide-i Atik Mahallesi,21600.0,15788976,29 Ağustos 2024,Kiralık,95 m²,3+1,Kot 1 (-1).Kat,Kombi Doğalgaz,36000 TL,1,29 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
20000TL,İstanbul,Küçükçekmece,Söğütlü Çeşme Mahallesi,10530.0,15788937,29 Ağustos 2024,Kiralık,85 m²,2+1,2.Kat,Kombi Doğalgaz,20000 TL,1,29 Ağustos 2024,Konut,Daire,90 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
17500TL,İstanbul,Kağıthane,Harmantepe Mahallesi,15760.0,15788821,29 Ağustos 2024,Kiralık,75 m²,2+1,4.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,7,Boş,Hayır,Birim Fiyat,,Boş,Yok,,1,,,,,,,,,
11000TL,İstanbul,Silivri,Selimpaşa Mahallesi,9880.0,15788685,29 Ağustos 2024,Kiralık,60 m²,1+1,Kot 3 (-3).Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,65 m²,5-10,3,Boş,Hayır,Birim Fiyat,,,Var,,,,,,,,,,1,
17000TL,İstanbul,Bahçelievler,Fevzi Çakmak Mahallesi,9420.0,15788170,29 Ağustos 2024,Kiralık,50 m²,1+1,Bahçe Katı,Kombi Doğalgaz,17000 TL,1,29 Ağustos 2024,Konut,Daire,60 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Kağıthane,Talatpaşa Mahallesi,30000.0,15788100,29 Ağustos 2024,Kiralık,110 m²,2+1,3.Kat,Kombi Doğalgaz,25000 TL,1,29 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,Var,,2,,,,,Evet,250 TL," Açık Balkon, Kapalı Balkon  ",2,
25000TL,İstanbul,Üsküdar,İcadiye Mahallesi,17780.0,15787943,30 Ağustos 2024,Kiralık,60 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,25000 TL,1,29 Ağustos 2024,Konut,Daire,70 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,200 TL,,,
12500TL,İstanbul,Üsküdar,Valide-i Atik Mahallesi,15120.0,15787939,29 Ağustos 2024,Kiralık,65 m²,2+1,Bodrum Kat,Doğalgaz Sobalı,,1,29 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
19000TL,İstanbul,Kağıthane,Harmantepe Mahallesi,19700.0,15787840,29 Ağustos 2024,Kiralık,85 m²,2+1,4.Kat,Kombi Doğalgaz,19000 TL,1,29 Ağustos 2024,Konut,Daire,100 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,,100 TL,Açık Balkon,1,
12000TL,İstanbul,Esenyurt,Pınar Mahallesi,8400.0,15787771,29 Ağustos 2024,Kiralık,70 m²,1+1,13.Kat,Kombi Doğalgaz,24000 TL,1,29 Ağustos 2024,Konut,Daire,80 m²,2,25,Boş,Evet,Genel Fiyat,Sıfır,Eşyalı,Var,Betonarme,2,Yok,5 m²,25 m²,5 m²,Evet,1600 TL,Açık Balkon,1,5 m²
18000TL,İstanbul,Pendik,Ramazanoğlu Mahallesi,11990.0,15787766,29 Ağustos 2024,Kiralık,90 m²,2+1,2.Kat,Kombi Doğalgaz,18000 TL,1,29 Ağustos 2024,Konut,Daire,110 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,150 TL,,1,
21000TL,İstanbul,Ümraniye,Site Mahallesi,22707.0,15787706,29 Ağustos 2024,Kiralık,72 m²,2+1,3.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,87 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
28000TL,İstanbul,Küçükçekmece,Cumhuriyet Mahallesi,16445.0,15787667,30 Ağustos 2024,Kiralık,105 m²,3+1,1.Kat,Kombi Doğalgaz,,2,29 Ağustos 2024,Konut,Daire,115 m²,1,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
22000TL,İstanbul,Pendik,Esenler Mahallesi,17900.0,15787571,29 Ağustos 2024,Kiralık,85 m²,2+1,3.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,100 m²,11-15,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
25000TL,İstanbul,Bakırköy,Kartaltepe Mahallesi,25625.0,15787470,29 Ağustos 2024,Kiralık,85 m²,2+1,1.Kat,Merkezi Doğalgaz,30000 TL,1,29 Ağustos 2024,Konut,Daire,125 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,250 TL,,,
30000TL,İstanbul,Fatih,Akşemsettin Mahallesi,16480.0,15787455,29 Ağustos 2024,Kiralık,70 m²,2+1,1.Kat,Kombi Doğalgaz,30000 TL,1,29 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,,,Kapalı Balkon,1,
25000TL,İstanbul,Esenler,Kemer Mahallesi,12240.0,15787408,29 Ağustos 2024,Kiralık,75 m²,2+1,3.Kat,Kombi Doğalgaz,25000 TL,1,29 Ağustos 2024,Konut,Daire,85 m²,5-10,9,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
25000TL,İstanbul,Ümraniye,Namık Kemal Mahallesi,26400.0,15787383,29 Ağustos 2024,Kiralık,110 m²,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
32000TL,İstanbul,Bahçelievler,Kocasinan Merkez Mahallesi,24450.0,15787354,29 Ağustos 2024,Kiralık,140 m²,3+1,3.Kat,Kombi Doğalgaz,,2,29 Ağustos 2024,Konut,Daire,150 m²,11-15,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
16000TL,İstanbul,Silivri,Mimar Sinan Mahallesi,10270.0,15787330,29 Ağustos 2024,Kiralık,55 m²,1+1,2.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,65 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
16500TL,İstanbul,Esenyurt,Barbaros Hayrettin Paşa Mahallesi,14310.0,15787265,30 Ağustos 2024,Kiralık,80 m²,2+1,6.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,90 m²,11-15,15,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
25000TL,İstanbul,Kadıköy,Osmanağa Mahallesi,21840.0,15787178,29 Ağustos 2024,Kiralık,60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,27000 TL,1,29 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,Sıfır,Eşyalı,Yok,Betonarme,1,Var,5 m²,30 m²,5 m²,Evet,2000 TL,,,
15000TL,İstanbul,Kağıthane,Çağlayan Mahallesi,14365.0,15787174,29 Ağustos 2024,Kiralık,55 m²,1+1,4.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,65 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17000TL,İstanbul,Beykoz,Kavacık Mahallesi,18560.0,15787053,29 Ağustos 2024,Kiralık,60 m²,1+1,Düz Giriş (Zemin),Doğalgaz Sobalı,,1,29 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
15000TL,İstanbul,Üsküdar,Küçüksu Mahallesi,12050.0,15787051,29 Ağustos 2024,Kiralık,45 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,50 m²,16-20,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13500TL,İstanbul,Esenyurt,Yeşilkent Mahallesi,9975.0,15787022,29 Ağustos 2024,Kiralık,70 m²,1+1,29.Kat,Kombi Doğalgaz,,1,29 Ağustos 2024,Konut,Daire,75 m²,5-10,30,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
14500TL,İstanbul,Esenyurt,Yeşilkent Mahallesi,11305.0,15787020,29 Ağustos 2024,Kiralık,80 m²,2+1,17.Kat,Klimalı,,2,29 Ağustos 2024,Konut,Daire,85 m²,5-10,30,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
26900TL,İstanbul,Beylikdüzü,Kavaklı Mahallesi,32110.0,15787009,29 Ağustos 2024,Kiralık,160 m²,3+2,4.Kat,Kombi Doğalgaz,,3,29 Ağustos 2024,Konut,Daire,190 m²,3,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20100TL,İstanbul,Beylikdüzü,Yakuplu Mahallesi,18600.0,15787008,29 Ağustos 2024,Kiralık,100 m²,2+1,2.Kat,Kombi Doğalgaz,,2,29 Ağustos 2024,Konut,Daire,120 m²,3,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
43100TL,İstanbul,Beylikdüzü,Kavaklı Mahallesi,24505.0,15787007,29 Ağustos 2024,Kiralık,120 m²,2+1,11.Kat,Kombi Doğalgaz,,2,29 Ağustos 2024,Konut,Daire,145 m²,2,13,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
25000TL,İstanbul,Esenler,Kazım Karabekir Mahallesi,19560.0,15786964,29 Ağustos 2024,Kiralık,115 m²,3+1,Kot 3 (-3).Kat,Kombi Doğalgaz,25000 TL,1,29 Ağustos 2024,Konut,Daire,120 m²,5-10,6,Boş,Hayır,Genel Fiyat,İkinci El,,Var,Betonarme,2,,10 m²,25 m²,10 m²,,100 TL,Fransız Balkon,1,5 m²
15000TL,Ä°stanbul,GÃ¼ngÃ¶ren,Tozkoparan Mahallesi,12060.0,,,KiralÄ±k,50 mÂ²,,,,,,,,Daire,,,,,,Genel Fiyat,,,,,,Yok,,,,,100 TL,,,
25750TL,İstanbul,Esenyurt,Akevler Mahallesi,29000.0,15786939,29 Ağustos 2024,Kiralık,180 m²,4+2,6.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,200 m²,16-20,6,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25750TL,İstanbul,Beylikdüzü,Sahil Mahallesi,22500.0,15786938,28 Ağustos 2024,Kiralık,85 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,125 m²,0 (Yeni),4,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
16000TL,İstanbul,Fatih,Silivrikapı Mahallesi,12880.0,15786835,29 Ağustos 2024,Kiralık,60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,16000 TL,1,28 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,,,,,,,,,
17500TL,İstanbul,Gaziosmanpaşa,Şemsipaşa Mahallesi,15840.0,15786805,28 Ağustos 2024,Kiralık,85 m²,2+1,5.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
24000TL,İstanbul,Ümraniye,Mehmet Akif Mahallesi,17250.0,15786761,28 Ağustos 2024,Kiralık,60 m²,1+1,2.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,75 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
20000TL,İstanbul,Büyükçekmece,Murat Çeşme Mahallesi,18590.0,15786744,28 Ağustos 2024,Kiralık,105 m²,3+1,2.Kat,Yerden Isıtma,20000 TL,2,28 Ağustos 2024,Konut,Daire,110 m²,1,4,Boş,Hayır,Genel Fiyat,,Boş,Var,,3,,,,,,,Kapalı Balkon,1,
15000TL,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,13600.0,15786723,30 Ağustos 2024,Kiralık,80 m²,2+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,6,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
27000TL,İstanbul,Esenler,Fevzi Çakmak Mahallesi,19625.0,15786707,28 Ağustos 2024,Kiralık,120 m²,3+1,1.Kat,Kombi Doğalgaz,30000 TL,1,28 Ağustos 2024,Konut,Daire,125 m²,21 Ve Üzeri,6,Boş,Hayır,Birim Fiyat,İkinci El,Eşyalı,Var,Betonarme,2,Yok,,,,Hayır,0 TL,Açık Teras,1,
60000TL,İstanbul,Sancaktepe,Paşaköy Mahallesi,54500.0,15786619,28 Ağustos 2024,Kiralık,200 m²,3+1,,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Villa,250 m²,16-20,2,Boş,Hayır,Genel Fiyat,,,,,,Yok,,,,,,,,
15000TL,İstanbul,Bayrampaşa,Yıldırım Mahallesi,14960.0,15786601,29 Ağustos 2024,Kiralık,70 m²,2+1,Yüksek Giriş,Doğalgaz Sobalı,15000 TL,1,28 Ağustos 2024,Konut,Daire,80 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
33000TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,25398.0,15786599,28 Ağustos 2024,Kiralık,90 m²,2+1,5.Kat,Merkezi (Pay Ölçer),,1,28 Ağustos 2024,Konut,Daire,102 m²,5-10,20,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
23000TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,33615.0,15786543,28 Ağustos 2024,Kiralık,120 m²,3+1,2.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,135 m²,11-15,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
37000TL,İstanbul,Pendik,Çınardere Mahallesi,25500.0,15786524,28 Ağustos 2024,Kiralık,91 m²,3+1,9.Kat,Merkezi (Pay Ölçer),,2,28 Ağustos 2024,Konut,Daire,125 m²,0 (Yeni),9,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
25000TL,İstanbul,Kartal,Hürriyet Mahallesi,20661.0,15786522,28 Ağustos 2024,Kiralık,77 m²,2+1,17.Kat,Merkezi (Pay Ölçer),,1,28 Ağustos 2024,Konut,Daire,97 m²,4,24,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
40000TL,İstanbul,Esenyurt,Koza Mahallesi,28576.0,15786506,28 Ağustos 2024,Kiralık,160 m²,4+1,9.Kat,Merkezi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,188 m²,5-10,28,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13000TL,İstanbul,Başakşehir,Güvercintepe Mahallesi,11970.0,15786492,29 Ağustos 2024,Kiralık,80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,13000 TL,1,28 Ağustos 2024,Konut,Daire,90 m²,5-10,4,Boş,Hayır,Genel Fiyat,Sıfır,,Var,Betonarme,,,,,,Evet,,,,
12500TL,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,8000.0,15786475,28 Ağustos 2024,Kiralık,45 m²,1+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,50 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,Yok,Betonarme,1,,,,,,,,,
13000TL,İstanbul,Esenyurt,Yeşilkent Mahallesi,12635.0,15786471,28 Ağustos 2024,Kiralık,85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,95 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
31000TL,İstanbul,Üsküdar,İcadiye Mahallesi,21590.0,15786461,28 Ağustos 2024,Kiralık,80 m²,2+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,Kapalı Balkon,1,
16000TL,İstanbul,Beylikdüzü,Gürpınar Mahallesi,15400.0,15786450,29 Ağustos 2024,Kiralık,90 m²,2+1,4.Kat,Kombi Doğalgaz,16000 TL,1,28 Ağustos 2024,Konut,Daire,100 m²,11-15,5,Boş,Hayır,Genel Fiyat,,Boş,Yok,,,,,,,,250 TL,,,
18500TL,İstanbul,Sultangazi,50. Yıl Mahallesi,16680.0,15786405,28 Ağustos 2024,Kiralık,115 m²,3+1,Bahçe Katı,Kombi Doğalgaz,18500 TL,1,28 Ağustos 2024,Konut,Daire,120 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
35000TL,İstanbul,Tuzla,İstasyon Mahallesi,35680.0,15786390,28 Ağustos 2024,Kiralık,130 m²,3+1,3.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,160 m²,21 Ve Üzeri,3,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
12000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,10170.0,15786368,28 Ağustos 2024,Kiralık,80 m²,2+1,Bahçe Katı,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,,,Betonarme,,Yok,,,,,,,,
33000TL,İstanbul,Ümraniye,Çakmak Mahallesi,28350.0,15786303,28 Ağustos 2024,Kiralık,120 m²,3+1,13.Kat,Kombi Doğalgaz,,2,28 Ağustos 2024,Konut,Daire,135 m²,5-10,17,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
120000TL,İstanbul,Kadıköy,Acıbadem Mahallesi,34320.0,15786291,30 Ağustos 2024,Kiralık,105 m²,3+1,1.Kat,Merkezi (Pay Ölçer),,2,28 Ağustos 2024,Konut,Daire,132 m²,4,4,Boş,Evet,Genel Fiyat,İkinci El,Boş,Var,Betonarme,Yok,Yok,,,,Hayır,,,,
12000TL,İstanbul,Küçükçekmece,Atatürk Mahallesi,13230.0,15786289,29 Ağustos 2024,Kiralık,75 m²,1+1,4.Kat,Kombi Doğalgaz,12000 TL,1,28 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,Evet,,,,
16000TL,İstanbul,Başakşehir,Güvercintepe Mahallesi,9975.0,15786276,30 Ağustos 2024,Kiralık,60 m²,2+1,3.Kat,Kombi Doğalgaz,32000 TL,1,28 Ağustos 2024,Konut,Daire,75 m²,11-15,13,Kiracı Oturuyor,Evet,Genel Fiyat,,Boş,Yok,Betonarme,1,,,,,Hayır,1210 TL,,,
14250TL,İstanbul,Gaziosmanpaşa,Fevzi Çakmak Mahallesi,15000.0,15786257,28 Ağustos 2024,Kiralık,70 m²,2+1,2.Kat,Kombi Doğalgaz,14250 TL,1,28 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,,,1,Yok,,,,,,,,
16000TL,İstanbul,Küçükçekmece,Tevfik Bey Mahallesi,12325.0,15786150,30 Ağustos 2024,Kiralık,80 m²,2+1,1.Kat,Kombi Doğalgaz,,1,28 Ağustos 2024,Konut,Daire,85 m²,16-20,2,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,,,,,,,,,,,,,,
13000TL,İstanbul,Bağcılar,Yıldıztepe Mahallesi,9450.0,15786130,28 Ağustos 2024,Kiralık,60 m²,1+1,1.Kat,Kombi Doğalgaz,13000 TL,1,28 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,Yok,,,,Evet,,,1,
10000TL,İstanbul,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mahallesi,11480.0,15786105,29 Ağustos 2024,Kiralık,60 m²,1+1,Bodrum Kat,Doğalgaz Sobalı,,1,28 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13000TL,İstanbul,Küçükçekmece,Atatürk Mahallesi,10290.0,15786085,28 Ağustos 2024,Kiralık,65 m²,2+1,3.Kat,Kombi Doğalgaz,13000 TL,1,28 Ağustos 2024,Konut,Daire,70 m²,16-20,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
18000TL,İstanbul,Büyükçekmece,Çakmaklı Mahallesi,28560.0,15786039,28 Ağustos 2024,Kiralık,134 m²,3+1,8.Kat,Kombi Doğalgaz,18000 TL,1,28 Ağustos 2024,Konut,Daire,140 m²,16-20,12,Kiracı Oturuyor,Evet,Genel Fiyat,İkinci El,,Var,Betonarme,2,,,,,,1790 TL,,,
